name,type_of_food,district,rating,total_ratings,price_level,takeout,delivery,dine_in,wheelchair_accessible_entrance,free_street_parking,population_density
Pho 36,Vietnamese,Steglitz-Zehlendorf,4.2,445,PRICE_LEVEL_MODERATE,True,True,True,False,True,3.027
Viet Cocos,Vietnamese,Steglitz-Zehlendorf,4.4,91,NO_PRICE_DATA,True,True,True,False,True,3.027
HAMI,Vietnamese,Steglitz-Zehlendorf,4.4,719,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.027
Pho Hoi An BBQ,Vietnamese,Steglitz-Zehlendorf,4.7,740,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,3.027
Asami XI,Vietnamese,Steglitz-Zehlendorf,4.9,95,NO_PRICE_DATA,True,True,True,True,False,3.027
Akari Restaurant Babelsberg,Vietnamese,Steglitz-Zehlendorf,4.8,37,NO_PRICE_DATA,True,False,True,True,False,3.027
Akari Restaurant Kleinmachnow,Vietnamese,Steglitz-Zehlendorf,4.7,47,NO_PRICE_DATA,True,False,True,False,True,3.027
BigPan Schlachtensee Restaurant,Vietnamese,Steglitz-Zehlendorf,4.5,110,NO_PRICE_DATA,True,True,True,False,True,3.027
Tonny Nguyen BBQ,Vietnamese,Steglitz-Zehlendorf,4.6,51,NO_PRICE_DATA,True,False,True,False,True,3.027
Totto Land,Vietnamese,Steglitz-Zehlendorf,4.9,36,NO_PRICE_DATA,True,True,True,True,True,3.027
Somina Kitchen,Vietnamese,Steglitz-Zehlendorf,4.9,144,NO_PRICE_DATA,True,True,True,True,True,3.027
Unami,Vietnamese,Steglitz-Zehlendorf,4.7,898,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.027
My-Asiaküche,Vietnamese,Steglitz-Zehlendorf,4.6,559,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,3.027
Nammi Berlin Lichterfelde Ost,Vietnamese,Steglitz-Zehlendorf,4.3,265,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,3.027
Saigon Com Nieu,Vietnamese,Tempelhof-Schöneberg,4.3,1655,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,6.708
Sao Mai,Vietnamese,Tempelhof-Schöneberg,4.1,927,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,6.708
Viet Kitchen Restaurant,Vietnamese,Tempelhof-Schöneberg,4.5,491,PRICE_LEVEL_MODERATE,True,False,True,True,False,6.708
Pho-viet,Vietnamese,Tempelhof-Schöneberg,4.3,343,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,False,6.708
Chay Village Schöneberg,Vietnamese,Tempelhof-Schöneberg,4.5,1048,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,6.708
Mama Hang,Vietnamese,Tempelhof-Schöneberg,4.8,65,NO_PRICE_DATA,True,True,True,True,False,6.708
Mamas Banh | Schöneberg,Vietnamese,Tempelhof-Schöneberg,4.4,405,PRICE_LEVEL_MODERATE,True,True,True,False,False,6.708
Saigon Alley,Vietnamese,Tempelhof-Schöneberg,4.5,206,NO_PRICE_DATA,True,True,True,False,False,6.708
Pho 12,Vietnamese,Tempelhof-Schöneberg,4.3,377,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,False,6.708
Asia Snack,Vietnamese,Tempelhof-Schöneberg,4.5,325,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,6.708
Phojito,Vietnamese,Tempelhof-Schöneberg,4.5,793,PRICE_LEVEL_MODERATE,True,True,True,False,False,6.708
Gia Bao Quan,Vietnamese,Tempelhof-Schöneberg,4.6,502,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,6.708
Quán Chè Schöneberg,Vietnamese,Tempelhof-Schöneberg,4.7,159,NO_PRICE_DATA,True,True,True,False,False,6.708
Com Mi - Vietnamese & Veggie Food,Vietnamese,Tempelhof-Schöneberg,4.6,14,NO_PRICE_DATA,True,True,True,False,True,6.708
Mama Vegan Vietnamesisches Restaurant,Vietnamese,Tempelhof-Schöneberg,4.7,615,PRICE_LEVEL_MODERATE,True,True,True,False,False,6.708
Mama dut,Vietnamese,Tempelhof-Schöneberg,4.8,155,NO_PRICE_DATA,True,True,True,False,False,6.708
Ha Pho Restaurant - Asiatische Küche - Sushi & Bar,Vietnamese,Tempelhof-Schöneberg,4.7,173,NO_PRICE_DATA,True,True,True,False,False,6.708
Cô Linh Restaurant,Vietnamese,Tempelhof-Schöneberg,4.5,170,NO_PRICE_DATA,True,True,True,True,False,6.708
La Maison Chay & More,Vietnamese,Tempelhof-Schöneberg,4.8,191,NO_PRICE_DATA,True,True,True,True,False,6.708
Ho Lo,Vietnamese,Tempelhof-Schöneberg,4.3,516,PRICE_LEVEL_MODERATE,True,True,True,True,False,6.708
Long,Vietnamese,Tempelhof-Schöneberg,4.3,460,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,6.708
Bambusstäbchen Tempelhof,Vietnamese,Tempelhof-Schöneberg,4.4,385,PRICE_LEVEL_MODERATE,True,False,True,False,False,6.708
rice & more,Vietnamese,Tempelhof-Schöneberg,4.5,354,PRICE_LEVEL_MODERATE,True,True,True,False,True,6.708
Hoi An Sushibar & Asia Küche,Vietnamese,Tempelhof-Schöneberg,3.8,33,NO_PRICE_DATA,True,True,True,False,False,6.708
Choice Restaurant Schöneberg,Vietnamese,Tempelhof-Schöneberg,4.1,158,NO_PRICE_DATA,True,True,True,True,False,6.708
Viet Dream,Vietnamese,Tempelhof-Schöneberg,4.5,249,NO_PRICE_DATA,True,False,True,True,True,6.708
Tra My,Vietnamese,Tempelhof-Schöneberg,4.3,104,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,6.708
Hanoi Today,Vietnamese,Tempelhof-Schöneberg,5.0,2,NO_PRICE_DATA,True,True,True,False,False,6.708
Pho Phan,Vietnamese,Tempelhof-Schöneberg,4.5,1306,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,True,6.708
Anh Em Restaurant,Vietnamese,Tempelhof-Schöneberg,4.7,867,PRICE_LEVEL_MODERATE,True,True,True,True,False,6.708
from Hanoi with Love,Vietnamese,Tempelhof-Schöneberg,4.5,629,PRICE_LEVEL_MODERATE,True,True,True,False,False,6.708
Anh Ba Restaurant Neukölln,Vietnamese,Neukölln,4.4,518,PRICE_LEVEL_MODERATE,True,True,True,False,False,7.345
Vietbowl Hermannplatz-Neukölln,Vietnamese,Neukölln,4.4,856,PRICE_LEVEL_MODERATE,True,True,True,True,False,7.345
Tung Long,Vietnamese,Neukölln,4.1,634,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,7.345
Viet Aroma,Vietnamese,Neukölln,4.3,299,NO_PRICE_DATA,True,True,True,False,False,7.345
Asia Thyna,Vietnamese,Neukölln,4.8,240,NO_PRICE_DATA,True,False,True,True,True,7.345
Vietbowl,Vietnamese,Neukölln,4.3,670,PRICE_LEVEL_MODERATE,True,True,True,True,True,7.345
Pho Viet 12,Vietnamese,Neukölln,4.2,100,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,7.345
Pan Asia Kitchen,Vietnamese,Neukölln,4.5,106,NO_PRICE_DATA,True,True,True,False,False,7.345
Mai Ha,Vietnamese,Neukölln,4.5,60,NO_PRICE_DATA,True,True,True,False,False,7.345
t.viet,Vietnamese,Neukölln,4.6,763,PRICE_LEVEL_MODERATE,True,False,True,True,True,7.345
Annhi Food (Asia Food),Vietnamese,Neukölln,4.0,211,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,7.345
Sanhok Wok&Grill,Vietnamese,Neukölln,4.5,518,NO_PRICE_DATA,True,True,True,False,False,7.345
Family Quán,Vietnamese,Neukölln,4.1,235,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,7.345
Chi Chi Restaurant,Vietnamese,Neukölln,4.8,298,PRICE_LEVEL_MODERATE,True,True,True,False,True,7.345
Huy Long Asia Food & Sushi,Vietnamese,Neukölln,4.2,192,NO_PRICE_DATA,True,True,True,True,False,7.345
Hoa Lan,Vietnamese,Neukölln,4.5,1455,PRICE_LEVEL_MODERATE,True,False,True,True,True,7.345
Grenz / Los Asia Gourmet,Vietnamese,Neukölln,4.4,169,NO_PRICE_DATA,True,True,True,True,False,7.345
Hamy Cafe,Vietnamese,Neukölln,4.3,2398,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,7.345
Mitho Cha! Neukölln,Vietnamese,Neukölln,4.7,554,PRICE_LEVEL_MODERATE,True,True,True,False,False,7.345
Ami vietnamesische Sushi Bar,Vietnamese,Neukölln,4.8,159,PRICE_LEVEL_MODERATE,True,True,True,True,True,7.345
Jasmin Thai Sushi Bistro,Vietnamese,Neukölln,4.3,790,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,7.345
Mama Dang,Vietnamese,Neukölln,4.8,180,NO_PRICE_DATA,True,True,True,True,True,7.345
Duy Anh Restaurant,Vietnamese,Neukölln,4.8,118,NO_PRICE_DATA,True,True,True,False,False,7.345
Soulmate Vietnamesisches Restaurant,Vietnamese,Neukölln,4.6,284,PRICE_LEVEL_MODERATE,True,True,True,False,False,7.345
Hanoi To Go,Vietnamese,Treptow-Köpenick,4.2,88,NO_PRICE_DATA,True,False,True,True,True,1.753
Dong Que Vietnamesisches Restaurant,Vietnamese,Treptow-Köpenick,4.5,501,PRICE_LEVEL_MODERATE,True,True,True,False,False,1.753
MOM’S Creation,Vietnamese,Treptow-Köpenick,4.7,2468,PRICE_LEVEL_MODERATE,True,True,True,False,True,1.753
Tinh Co,Vietnamese,Treptow-Köpenick,4.6,529,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,True,1.753
Stern 63,Vietnamese,Treptow-Köpenick,4.5,479,PRICE_LEVEL_MODERATE,True,True,True,True,True,1.753
Anna Kim Vietnamesische Küche & Sushi-Bar,Vietnamese,Treptow-Köpenick,4.2,363,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,1.753
Restaurant Meet Saigon,Vietnamese,Treptow-Köpenick,4.4,792,PRICE_LEVEL_MODERATE,True,True,True,True,True,1.753
MÊLI Restaurant - Asian Cuisine & Sushi,Vietnamese,Treptow-Köpenick,4.9,228,NO_PRICE_DATA,True,False,True,True,True,1.753
H&Q1985,Vietnamese,Treptow-Köpenick,4.9,227,NO_PRICE_DATA,True,False,True,False,False,1.753
VietNam Küche Berlin,Vietnamese,Treptow-Köpenick,3.7,231,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,1.753
Miya's Viet Cuisine & Sushi,Vietnamese,Treptow-Köpenick,4.4,150,NO_PRICE_DATA,True,True,True,True,False,1.753
Kai Viet,Vietnamese,Treptow-Köpenick,4.4,51,NO_PRICE_DATA,True,True,True,False,False,1.753
VIETFOOD-TCOW,Vietnamese,Treptow-Köpenick,4.8,63,NO_PRICE_DATA,True,False,True,False,False,1.753
WOHIN Sushi & more,Vietnamese,Treptow-Köpenick,4.7,221,NO_PRICE_DATA,True,True,True,False,True,1.753
AN LA NO Restaurant,Vietnamese,Treptow-Köpenick,4.7,53,NO_PRICE_DATA,True,True,True,False,True,1.753
Tran Asia,Vietnamese,Treptow-Köpenick,4.5,553,PRICE_LEVEL_MODERATE,True,True,True,False,True,1.753
ASIA PARK Restaurant Köpenick,Vietnamese,Treptow-Köpenick,4.3,445,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,1.753
Simply Asia,Vietnamese,Treptow-Köpenick,4.6,751,PRICE_LEVEL_MODERATE,True,False,True,False,True,1.753
Om Mani Restaurant,Vietnamese,Treptow-Köpenick,4.7,364,NO_PRICE_DATA,True,True,True,True,True,1.753
Asia Haus Sushi Bar 65,Vietnamese,Treptow-Köpenick,3.9,219,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,1.753
Sen Viet Restaurant,Vietnamese,Treptow-Köpenick,3.8,542,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,1.753
See Dang Restaurant,Vietnamese,Treptow-Köpenick,4.8,352,NO_PRICE_DATA,True,True,True,False,True,1.753
L'Annam - Indochina Café & Restaurant,Vietnamese,Treptow-Köpenick,4.3,373,PRICE_LEVEL_MODERATE,True,True,True,False,False,1.753
Noki - Restaurant,Vietnamese,Treptow-Köpenick,4.0,337,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,1.753
Hai Lam Bistro | grillfisch - sushi - asia küche,Vietnamese,Treptow-Köpenick,4.8,196,NO_PRICE_DATA,True,True,True,False,True,1.753
SüdOstAsien - Far East Cuisine & Sushi (Vietnamesisches Restaurant & Sushibar Müggelschlößchen),Vietnamese,Treptow-Köpenick,4.4,364,PRICE_LEVEL_MODERATE,True,True,True,False,False,1.753
Pam Bao,Vietnamese,Treptow-Köpenick,4.9,145,NO_PRICE_DATA,True,True,True,False,False,1.753
Asiagourmet,Vietnamese,Treptow-Köpenick,3.9,376,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,1.753
BH vietnamesische Küche am Spreehöfe,Vietnamese,Treptow-Köpenick,4.6,61,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,1.753
Asia Nguyen,Vietnamese,Treptow-Köpenick,4.7,35,NO_PRICE_DATA,True,True,True,False,False,1.753
House of vegan 182,Vietnamese,Treptow-Köpenick,4.9,510,NO_PRICE_DATA,True,False,True,False,True,1.753
H1990 Vietnamesische Küche & Sushi,Vietnamese,Treptow-Köpenick,4.7,86,NO_PRICE_DATA,True,False,True,False,True,1.753
HAKI-Vietnamesisches Restaurant & Sushi-Bar,Vietnamese,Treptow-Köpenick,4.6,129,NO_PRICE_DATA,True,True,True,True,True,1.753
Pho Viet,Vietnamese,Treptow-Köpenick,4.6,53,NO_PRICE_DATA,True,True,True,False,False,1.753
Viet Thai Asia Spezialitäten,Vietnamese,Treptow-Köpenick,4.5,226,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,1.753
Asia Sushi Bar,Vietnamese,Treptow-Köpenick,4.2,436,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,1.753
CuaTung Restaurant,Vietnamese,Treptow-Köpenick,3.5,131,PRICE_LEVEL_MODERATE,True,True,True,True,False,1.753
Saigon Imbiss,Vietnamese,Treptow-Köpenick,4.3,109,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,False,1.753
Hương Asiabistro,Vietnamese,Treptow-Köpenick,4.7,52,NO_PRICE_DATA,True,True,True,True,False,1.753
T2misu Restaurant,Vietnamese,Treptow-Köpenick,4.6,228,NO_PRICE_DATA,True,True,True,True,True,1.753
Jü-Bao-Yuan/VINAHAUS,Vietnamese,Treptow-Köpenick,4.5,480,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,1.753
MidoSon Restaurant,Vietnamese,Treptow-Köpenick,4.6,114,NO_PRICE_DATA,True,False,True,False,True,1.753
Vietasia,Vietnamese,Marzahn-Hellersdorf,4.7,161,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,4.723
Toni Vu Vietnamesisches Restaurant & Sushi,Vietnamese,Marzahn-Hellersdorf,4.1,431,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,4.723
An Minh Cuisine,Vietnamese,Marzahn-Hellersdorf,4.6,214,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,4.723
Van Lang,Vietnamese,Marzahn-Hellersdorf,4.3,458,PRICE_LEVEL_MODERATE,True,True,True,True,True,4.723
Vietnamese,Vietnamese,Marzahn-Hellersdorf,4.5,10,NO_PRICE_DATA,True,False,True,False,False,4.723
Lee's Kitchen,Vietnamese,Marzahn-Hellersdorf,4.3,760,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,4.723
M.A.M. Bistro,Vietnamese,Marzahn-Hellersdorf,4.6,68,NO_PRICE_DATA,True,True,True,False,True,4.723
Vietnam Today,Vietnamese,Marzahn-Hellersdorf,4.5,128,NO_PRICE_DATA,True,False,True,False,True,4.723
Amada Restaurant,Vietnamese,Marzahn-Hellersdorf,4.8,1554,PRICE_LEVEL_MODERATE,True,True,True,True,True,4.723
Thai-Nippon vietnamesiche Restaurant,Vietnamese,Marzahn-Hellersdorf,4.1,32,NO_PRICE_DATA,True,False,True,False,False,4.723
Asia Viet,Vietnamese,Marzahn-Hellersdorf,4.3,324,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,4.723
Binh Minh Mahlsdorf,Vietnamese,Marzahn-Hellersdorf,4.1,247,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,4.723
Asia Cuisine & Sushi im Spree Center,Vietnamese,Marzahn-Hellersdorf,4.3,67,NO_PRICE_DATA,True,True,True,True,False,4.723
Asia Koy Restaurant,Vietnamese,Marzahn-Hellersdorf,3.4,396,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,4.723
Kyōto - Sushi & More,Vietnamese,Marzahn-Hellersdorf,4.3,188,NO_PRICE_DATA,True,True,True,False,False,4.723
Oisi Sushi,Vietnamese,Marzahn-Hellersdorf,4.8,58,NO_PRICE_DATA,True,True,True,False,False,4.723
Asia Wok,Vietnamese,Marzahn-Hellersdorf,4.8,566,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,True,4.723
Coco Bowl Asia Sushi Restaurant,Vietnamese,Marzahn-Hellersdorf,3.7,35,NO_PRICE_DATA,True,True,True,False,False,4.723
Thanh Nam Restaurant,Vietnamese,Marzahn-Hellersdorf,4.2,778,PRICE_LEVEL_MODERATE,True,True,True,False,True,4.723
Asia Cuisine,Vietnamese,Marzahn-Hellersdorf,4.1,66,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,4.723
Bambusstäbchen Restaurant Marzahn,Vietnamese,Marzahn-Hellersdorf,3.1,447,PRICE_LEVEL_MODERATE,True,True,True,True,False,4.723
Dong Xuan Quan,Vietnamese,Lichtenberg,4.3,161,NO_PRICE_DATA,True,False,True,True,False,4.984
Duc Anh Quan,Vietnamese,Lichtenberg,4.0,464,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,4.984
BaoBao Asia Kitchen,Vietnamese,Lichtenberg,4.3,708,PRICE_LEVEL_MODERATE,True,True,True,True,False,4.984
Hanoi Restaurant im Dong Xuan Center,Vietnamese,Lichtenberg,4.5,47,NO_PRICE_DATA,True,False,True,True,True,4.984
Làng Vân - Vietnamesisches Restaurant,Vietnamese,Lichtenberg,4.0,250,NO_PRICE_DATA,True,True,True,True,False,4.984
ASIAN BISTRO,Vietnamese,Lichtenberg,2.9,64,NO_PRICE_DATA,True,False,True,False,False,4.984
Bamboo Bistro,Vietnamese,Lichtenberg,4.4,351,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,4.984
Zone84,Vietnamese,Lichtenberg,4.5,81,NO_PRICE_DATA,True,False,True,False,False,4.984
East Moon 2,Vietnamese,Lichtenberg,4.3,126,NO_PRICE_DATA,True,True,True,False,False,4.984
Victoria Bistro,Vietnamese,Lichtenberg,4.6,216,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,False,4.984
Bính Vịt Quán,Vietnamese,Lichtenberg,4.3,115,NO_PRICE_DATA,True,True,True,False,False,4.984
Thuy Imbiss,Vietnamese,Lichtenberg,5.0,19,NO_PRICE_DATA,True,False,True,False,False,4.984
An Dem Vietnamese Restaurant,Vietnamese,Lichtenberg,3.7,275,NO_PRICE_DATA,True,True,True,False,False,4.984
Hong Phuc Restaurant,Vietnamese,Lichtenberg,4.0,598,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,4.984
Coco's Asia & Sushi,Vietnamese,Lichtenberg,4.4,593,PRICE_LEVEL_MODERATE,True,True,True,True,False,4.984
Tuyết Ăn Vặt,Vietnamese,Lichtenberg,4.1,13,NO_PRICE_DATA,True,True,True,False,False,4.984
Anomi,Vietnamese,Lichtenberg,4.7,202,NO_PRICE_DATA,True,True,True,False,False,4.984
Asia Bistro Jade,Vietnamese,Lichtenberg,4.0,93,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,4.984
Hung Asia Kochen mit Herz,Vietnamese,Lichtenberg,4.4,93,NO_PRICE_DATA,True,True,True,True,False,4.984
Asia Kitchen & Sushi,Vietnamese,Lichtenberg,3.8,66,NO_PRICE_DATA,True,True,True,False,False,4.984
Don Sushi 7,Vietnamese,Lichtenberg,4.8,123,NO_PRICE_DATA,True,True,True,False,True,4.984
Tanuki Restaurant,Vietnamese,Lichtenberg,4.6,207,NO_PRICE_DATA,True,True,True,False,False,4.984
Bamboo Bowl - Asia Fusion Kitchen & Sushi,Vietnamese,Lichtenberg,3.6,382,NO_PRICE_DATA,True,True,True,True,False,4.984
Mr. Anh - Asia Food,Vietnamese,Lichtenberg,4.8,49,NO_PRICE_DATA,True,True,True,False,True,4.984
Asia Momente „Asiatische Küche - Vegan - Sushi“,Vietnamese,Lichtenberg,4.0,242,NO_PRICE_DATA,True,True,True,False,True,4.984
Nam Định quán Euro-Asia Restaurant,Vietnamese,Lichtenberg,4.4,162,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,4.984
Banh Xeo Hanoi,Vietnamese,Lichtenberg,4.2,33,NO_PRICE_DATA,True,False,True,False,False,4.984
Bistro Sonla,Vietnamese,Lichtenberg,4.4,322,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,4.984
COCOS,Vietnamese,Lichtenberg,3.7,96,NO_PRICE_DATA,True,False,True,True,False,4.984
Asia Imbiss,Vietnamese,Lichtenberg,4.1,157,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,4.984
Korry Restaurant,Vietnamese,Lichtenberg,4.7,798,PRICE_LEVEL_MODERATE,True,True,True,False,True,4.984
Dong Anh Restaurant,Vietnamese,Reinickendorf,4.7,185,PRICE_LEVEL_MODERATE,True,True,True,False,True,3.009
Sahatoky,Vietnamese,Reinickendorf,4.6,602,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,3.009
Bigpan,Vietnamese,Reinickendorf,4.7,286,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.009
Viet-Express,Vietnamese,Reinickendorf,4.3,332,NO_PRICE_DATA,True,True,True,True,False,3.009
Baobao,Vietnamese,Reinickendorf,4.3,161,NO_PRICE_DATA,True,True,True,False,True,3.009
Nam Dinh Vietnam-Thailand-Spezialitäten,Vietnamese,Reinickendorf,4.1,14,NO_PRICE_DATA,True,False,True,False,False,3.009
Big Pan Restaurant Tegel,Vietnamese,Reinickendorf,4.7,584,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.009
Lua Viet Berlin,Vietnamese,Reinickendorf,4.8,32,NO_PRICE_DATA,True,True,True,False,True,3.009
Ha Long Bay,Vietnamese,Reinickendorf,4.4,837,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,3.009
Eskandria,Vietnamese,Reinickendorf,4.6,99,NO_PRICE_DATA,True,True,True,True,True,3.009
COM COM ESSEN,Vietnamese,Reinickendorf,4.4,369,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,3.009
Big Pan,Vietnamese,Reinickendorf,4.7,513,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.009
Le My Restaurant,Vietnamese,Reinickendorf,4.7,263,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.009
Pong's China-Restaurant,Vietnamese,Reinickendorf,4.4,537,PRICE_LEVEL_MODERATE,True,False,True,False,True,3.009
Wok Asia Küche,Vietnamese,Reinickendorf,4.4,126,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,True,3.009
Sunny Imbiss,Vietnamese,Reinickendorf,4.9,36,NO_PRICE_DATA,True,True,True,False,True,3.009
Asia Wok,Vietnamese,Reinickendorf,4.3,116,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,3.009
Du-Co-Sushi,Vietnamese,Reinickendorf,4.4,329,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,3.009
Phan Sushi,Vietnamese,Reinickendorf,4.8,18,NO_PRICE_DATA,True,True,True,False,False,3.009
Asia Bistro Lee Ly,Vietnamese,Reinickendorf,4.0,152,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,3.009
Kinh Do,Vietnamese,Reinickendorf,3.9,185,NO_PRICE_DATA,True,True,True,False,True,3.009
How How Restaurantbetriebs GmbH,Vietnamese,Reinickendorf,4.5,653,PRICE_LEVEL_MODERATE,True,False,True,True,False,3.009
Yes Haus,Vietnamese,Reinickendorf,4.7,357,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.009
Com Viet,Vietnamese,Reinickendorf,4.6,501,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.009
China Garden,Vietnamese,Reinickendorf,4.7,942,PRICE_LEVEL_MODERATE,True,True,True,False,True,3.009
Ungarische Gaststätte,Hungarian,Mitte,3.8,120,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,10.08
Borsó - Ungarische Delikatessen,Hungarian,Mitte,4.6,171,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Suppeto,Hungarian,Mitte,4.8,464,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,10.08
Kin Za Georgian Kitchen Cafe and,Hungarian,Mitte,4.8,11771,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Balaton Express Zum Ziehbrunnen Berlin,Hungarian,Mitte,4.1,331,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
STADTSALAT,Hungarian,Mitte,4.7,904,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Kin Za Georgian Restaurant Bar and Breakfast,Hungarian,Mitte,4.8,1919,NO_PRICE_DATA,True,True,True,False,False,10.08
Salamat,Hungarian,Mitte,4.6,1210,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,10.08
Öz Inegöl Köfteci,Hungarian,Mitte,4.8,110,NO_PRICE_DATA,True,True,True,True,False,10.08
Kulki’s Baumstriezel,Hungarian,Mitte,4.8,126,NO_PRICE_DATA,True,False,True,False,False,10.08
G wie Goulasch,Hungarian,Mitte,4.7,330,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
LOUMI,Hungarian,Mitte,4.9,162,NO_PRICE_DATA,False,False,True,True,True,10.08
Serre Bar,Hungarian,Mitte,4.8,43,NO_PRICE_DATA,False,False,True,False,False,10.08
Ephraims,Hungarian,Mitte,4.7,1222,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
meet me halfway Berlin,Hungarian,Mitte,4.8,2863,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
Möllers Köttbullar - Berlin,Hungarian,Friedrichshain-Kreuzberg,4.7,800,NO_PRICE_DATA,True,True,True,False,False,14.385
Fire Tiger,Hungarian,Friedrichshain-Kreuzberg,4.6,2448,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,14.385
Wonder Waffel Berlin,Hungarian,Friedrichshain-Kreuzberg,4.6,2660,PRICE_LEVEL_MODERATE,True,True,True,False,False,14.385
Cargo Gastronomia,Hungarian,Friedrichshain-Kreuzberg,4.7,522,NO_PRICE_DATA,True,True,True,False,False,14.385
Horváth,Hungarian,Friedrichshain-Kreuzberg,4.5,619,PRICE_LEVEL_VERY_EXPENSIVE,True,False,True,True,False,14.385
Falafel in berlin,Hungarian,Friedrichshain-Kreuzberg,4.9,1683,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,14.385
Prince Charles,Hungarian,Friedrichshain-Kreuzberg,3.6,562,PRICE_LEVEL_MODERATE,False,False,True,True,False,14.385
Taverna Athene,Hungarian,Friedrichshain-Kreuzberg,4.6,2971,PRICE_LEVEL_MODERATE,True,False,True,True,True,14.385
Matreshka Bar,Hungarian,Friedrichshain-Kreuzberg,4.8,155,NO_PRICE_DATA,False,False,True,False,False,14.385
Tomasa,Hungarian,Friedrichshain-Kreuzberg,4.4,2442,PRICE_LEVEL_MODERATE,True,False,True,False,False,14.385
