name,type_of_food,district,rating,total_ratings,price_level,takeout,delivery,dine_in,wheelchair_accessible_entrance,free_street_parking,population_density
Tacos El Rey,Mexican,Friedrichshain-Kreuzberg,4.5,343,NO_PRICE_DATA,True,False,True,False,False,14.385
The Burrito Window,Mexican,Friedrichshain-Kreuzberg,4.2,259,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,14.385
Bariton Restaurant & Cocktailbar,Mexican,Friedrichshain-Kreuzberg,4.3,760,PRICE_LEVEL_MODERATE,True,True,True,False,False,14.385
Berlin Burrito Company,Mexican,Friedrichshain-Kreuzberg,4.5,124,NO_PRICE_DATA,True,True,True,False,False,14.385
Chupenga | East Side Gallery,Mexican,Friedrichshain-Kreuzberg,4.3,536,NO_PRICE_DATA,True,True,True,True,False,14.385
MACHETE Berlin,Mexican,Friedrichshain-Kreuzberg,4.2,915,PRICE_LEVEL_MODERATE,True,True,True,False,False,14.385
Taquito Mío,Mexican,Friedrichshain-Kreuzberg,4.7,367,NO_PRICE_DATA,True,True,True,False,False,14.385
No Hablo Español Burritos,Mexican,Friedrichshain-Kreuzberg,4.0,940,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,14.385
Restaurant Salsa Mexicana,Mexican,Friedrichshain-Kreuzberg,4.6,513,PRICE_LEVEL_MODERATE,True,True,True,False,True,14.385
Guacamole,Mexican,Friedrichshain-Kreuzberg,2.6,33,NO_PRICE_DATA,True,True,True,False,False,14.385
Restaurant La Bandida Berlin,Mexican,Pankow,4.5,960,PRICE_LEVEL_MODERATE,True,True,True,True,True,4.111
LA PAZ,Mexican,Pankow,4.6,1120,PRICE_LEVEL_MODERATE,True,True,True,True,True,4.111
PocoLoco 4 | Cantina Mexicana & Cocktailbar | Karow,Mexican,Pankow,4.4,261,NO_PRICE_DATA,True,True,True,False,True,4.111
chidoba Mexican Grill,Mexican,Pankow,4.6,526,PRICE_LEVEL_MODERATE,True,True,True,True,True,4.111
Las Miras,Mexican,Pankow,4.2,584,PRICE_LEVEL_MODERATE,True,False,True,True,False,4.111
W The Imbiss,Mexican,Pankow,4.5,1420,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,4.111
PocoLoco 3 | Cantina Mexicana & Cocktailbar | Zepernick,Mexican,Pankow,4.4,587,PRICE_LEVEL_MODERATE,True,True,True,False,True,4.111
Restaurant Milagro,Mexican,Pankow,4.8,211,NO_PRICE_DATA,True,False,True,True,False,4.111
SONORA - Cantina Mexicana,Mexican,Charlottenburg-Wilmersdorf,4.6,156,NO_PRICE_DATA,True,True,True,True,False,5.303
RESTAURANT COMEDOR,Mexican,Charlottenburg-Wilmersdorf,4.4,274,NO_PRICE_DATA,True,True,True,False,False,5.303
Alcatraz,Mexican,Charlottenburg-Wilmersdorf,4.5,951,PRICE_LEVEL_MODERATE,True,True,True,False,False,5.303
Paracas,Mexican,Charlottenburg-Wilmersdorf,4.5,690,PRICE_LEVEL_MODERATE,True,True,True,True,False,5.303
Restaurant Al-Mundo,Mexican,Charlottenburg-Wilmersdorf,4.8,812,PRICE_LEVEL_MODERATE,True,True,True,True,True,5.303
A Never Ever Ending Love Story,Mexican,Charlottenburg-Wilmersdorf,4.7,2512,PRICE_LEVEL_MODERATE,True,False,True,False,False,5.303
Dulce Mundo,Mexican,Charlottenburg-Wilmersdorf,4.9,118,NO_PRICE_DATA,True,True,True,False,False,5.303
Munchies Kantstrasse,Mexican,Charlottenburg-Wilmersdorf,4.4,228,NO_PRICE_DATA,True,True,True,False,False,5.303
JFuego Berlin,Mexican,Charlottenburg-Wilmersdorf,4.6,147,NO_PRICE_DATA,True,True,True,True,False,5.303
Patatas Mexican Restaurant Spandau,Mexican,Charlottenburg-Wilmersdorf,4.6,481,PRICE_LEVEL_MODERATE,True,True,True,False,False,5.303
Kaktus,Mexican,Charlottenburg-Wilmersdorf,4.5,161,NO_PRICE_DATA,True,False,True,True,True,5.303
El-Bandito,Mexican,Charlottenburg-Wilmersdorf,4.2,852,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,True,5.303
Mayas Restaurante Mexicano,Mexican,Charlottenburg-Wilmersdorf,4.7,84,NO_PRICE_DATA,True,True,True,False,False,5.303
Agua TexMex Restaurant & Cocktailbar,Mexican,Charlottenburg-Wilmersdorf,4.1,251,PRICE_LEVEL_MODERATE,True,False,True,True,True,5.303
Piedra del Sol - Mexikanisches Restaurant,Mexican,Charlottenburg-Wilmersdorf,4.7,121,NO_PRICE_DATA,True,True,True,True,False,5.303
Santa Café,Mexican,Charlottenburg-Wilmersdorf,4.1,469,PRICE_LEVEL_MODERATE,True,True,True,True,True,5.303
Cancún - Mariendorf,Mexican,Charlottenburg-Wilmersdorf,4.7,2095,PRICE_LEVEL_MODERATE,True,False,True,True,True,5.303
Latino Ristorante - Pizzeria,Mexican,Charlottenburg-Wilmersdorf,4.6,537,PRICE_LEVEL_MODERATE,True,False,True,True,False,5.303
Adamos Tapas Bar & Restaurant (La Batea),Mexican,Charlottenburg-Wilmersdorf,4.3,798,PRICE_LEVEL_MODERATE,True,False,True,True,False,5.303
bluhms - no meat burgers,Mexican,Charlottenburg-Wilmersdorf,5.0,40,NO_PRICE_DATA,True,True,True,False,False,5.303
The Cooks Connection-Berlin,Mexican,Charlottenburg-Wilmersdorf,4.9,44,NO_PRICE_DATA,True,True,True,True,False,5.303
El Manuel,Mexican,Spandau,4.4,835,PRICE_LEVEL_MODERATE,True,False,True,True,True,2.798
Steakhouse Planada 1,Mexican,Spandau,4.8,751,PRICE_LEVEL_MODERATE,True,True,True,True,True,2.798
Patatas Restaurant Wannsee,Mexican,Spandau,4.7,61,NO_PRICE_DATA,True,True,True,False,False,2.798
Coronita,Mexican,Spandau,4.3,888,PRICE_LEVEL_MODERATE,True,True,True,True,True,2.798
Plancha Original,Mexican,Spandau,4.3,545,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,2.798
Plancha I,Mexican,Spandau,4.4,1847,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,True,2.798
Mi Chola,Mexican,Spandau,4.7,259,NO_PRICE_DATA,True,True,True,False,True,2.798
Burger City,Mexican,Spandau,4.7,800,PRICE_LEVEL_MODERATE,True,True,True,False,True,2.798
Fiesta Mexicana,Mexican,Spandau,4.1,96,NO_PRICE_DATA,True,True,True,False,False,2.798
La Taperia,Mexican,Steglitz-Zehlendorf,5.0,2,NO_PRICE_DATA,True,True,True,False,False,3.027
Cuernavaca,Mexican,Steglitz-Zehlendorf,4.5,1136,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.027
Café Surf Inn,Mexican,Steglitz-Zehlendorf,4.4,1397,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.027
Doreedos,Mexican,Steglitz-Zehlendorf,4.4,755,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,3.027
La Mezcla,Mexican,Steglitz-Zehlendorf,4.7,373,NO_PRICE_DATA,True,True,True,False,False,3.027
Imperator Berlin,Mexican,Steglitz-Zehlendorf,4.7,136,NO_PRICE_DATA,True,True,True,True,False,3.027
La Carreta,Mexican,Steglitz-Zehlendorf,4.6,14,NO_PRICE_DATA,True,True,True,False,False,3.027
chidoba MEXICAN GRILL,Mexican,Steglitz-Zehlendorf,4.5,344,PRICE_LEVEL_MODERATE,True,True,True,True,False,3.027
Sabrosito,Mexican,Steglitz-Zehlendorf,4.4,1091,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.027
El Don,Mexican,Steglitz-Zehlendorf,4.4,651,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.027
Restaurant Kaktus,Mexican,Steglitz-Zehlendorf,4.5,1733,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.027
Restaurant Varadero,Mexican,Tempelhof-Schöneberg,4.7,1183,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,6.708
BURRO UNCHAINED,Mexican,Tempelhof-Schöneberg,4.8,384,NO_PRICE_DATA,True,False,True,True,True,6.708
the BurgerBar,Mexican,Tempelhof-Schöneberg,4.4,1108,PRICE_LEVEL_MODERATE,True,False,True,True,False,6.708
EL BUEN GUSTO Berlin,Mexican,Tempelhof-Schöneberg,3.9,496,PRICE_LEVEL_MODERATE,True,True,True,True,True,6.708
Jalapenos Berlin Mexican Restaurant,Mexican,Tempelhof-Schöneberg,4.5,451,NO_PRICE_DATA,True,False,True,False,True,6.708
HOTWAY'S,Mexican,Tempelhof-Schöneberg,4.9,617,NO_PRICE_DATA,True,True,True,False,False,6.708
Teja Indisches Restaurant,Mexican,Neukölln,4.9,195,NO_PRICE_DATA,True,True,True,False,True,7.345
Patatorito,Mexican,Neukölln,4.9,85,NO_PRICE_DATA,True,True,True,False,False,7.345
Amor Restaurant - Altstadt Köpenick,Mexican,Neukölln,4.7,513,PRICE_LEVEL_MODERATE,True,False,True,True,False,7.345
Restaurant Maracas - Restaurant & Café,Mexican,Neukölln,4.3,512,PRICE_LEVEL_MODERATE,True,True,True,False,False,7.345
La Casita,Mexican,Treptow-Köpenick,4.3,293,NO_PRICE_DATA,True,True,True,True,False,1.753
„Veracruz“ das mexikanische Restaurant im Fürstenwalder Damm,Mexican,Treptow-Köpenick,4.2,997,PRICE_LEVEL_MODERATE,True,True,True,True,True,1.753
Veracruz Restaurant,Mexican,Treptow-Köpenick,4.2,789,PRICE_LEVEL_MODERATE,True,False,True,False,True,1.753
Mexikanisches Restaurant MAYAS,Mexican,Treptow-Köpenick,4.5,748,PRICE_LEVEL_MODERATE,True,True,True,True,True,1.753
Restaurant-Bar-Bootsanleger Sonnendeck,Mexican,Treptow-Köpenick,4.4,1692,PRICE_LEVEL_MODERATE,True,False,True,True,False,1.753
El Taco,Mexican,Treptow-Köpenick,4.7,286,PRICE_LEVEL_MODERATE,True,True,True,False,True,1.753
Alberto Berlin,Mexican,Treptow-Köpenick,4.6,384,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,1.753
Restaurant La Paz in Hellersdorf,Mexican,Treptow-Köpenick,4.3,1573,PRICE_LEVEL_MODERATE,True,True,True,True,True,1.753
Restaurant Taco Garden,Mexican,Treptow-Köpenick,3.9,19,NO_PRICE_DATA,True,False,True,False,False,1.753
Tasty Wraps & Bowls,Mexican,Marzahn-Hellersdorf,4.7,295,NO_PRICE_DATA,True,True,True,False,False,4.723
Restaurant „Zur S-Bahn“,Mexican,Marzahn-Hellersdorf,4.6,2123,PRICE_LEVEL_MODERATE,True,False,True,False,True,4.723
Restaurant Mexico City,Mexican,Reinickendorf,3.6,153,PRICE_LEVEL_MODERATE,True,False,True,True,False,3.009
Il Camino,Mexican,Reinickendorf,4.8,192,NO_PRICE_DATA,True,False,True,True,True,3.009
Chiapas,Mexican,Reinickendorf,4.4,761,PRICE_LEVEL_MODERATE,True,False,True,False,False,3.009
HUGGLES,Mexican,Reinickendorf,4.7,47,NO_PRICE_DATA,True,True,True,True,True,3.009
The Sixties Diner,American,Mitte,4.4,3478,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
BBQ Kitchen,American,Mitte,4.5,2614,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Upper Grill & Bar,American,Mitte,4.8,3154,NO_PRICE_DATA,True,False,True,True,True,10.08
Peter Pane,American,Mitte,4.3,10617,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
The Mood Burger Oranienburger,American,Mitte,4.3,62,NO_PRICE_DATA,True,True,True,False,False,10.08
nola - homemade fried chicken,American,Mitte,4.3,514,NO_PRICE_DATA,True,True,True,False,False,10.08
Supreme Burger,American,Mitte,4.7,4001,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Peter Pane,American,Mitte,4.3,5436,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Hasir Burger,American,Mitte,4.2,1142,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Burger Inn,American,Mitte,4.8,2371,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
HANS IM GLÜCK - BERLIN Hauptbahnhof,American,Mitte,4.5,4115,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
HANS IM GLÜCK - BERLIN Friedrichstraße,American,Mitte,4.6,1144,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Peter Pane,American,Mitte,4.3,2470,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
House of Burgerz,American,Mitte,4.8,1876,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,10.08
smash zone,American,Mitte,4.9,141,NO_PRICE_DATA,True,True,True,False,False,10.08
Belushi's Berlin (Mitte),American,Mitte,4.5,1427,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Rosenburger,American,Mitte,4.3,1286,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
The Bird,American,Mitte,4.2,5382,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Birds in the Kitchen,American,Mitte,4.3,466,NO_PRICE_DATA,True,True,True,False,False,10.08
Smoke & Barrel,American,Mitte,4.4,236,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Wilhelms Burger,American,Mitte,4.7,453,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
DOREE 65,American,Mitte,4.9,654,NO_PRICE_DATA,True,False,True,True,True,10.08
Burger Turm,American,Mitte,4.8,2986,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Rebel Room,American,Mitte,4.6,1336,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Burger Smith,American,Mitte,4.8,63,NO_PRICE_DATA,True,True,True,False,False,10.08
Smashy N Crunchy,American,Mitte,4.8,322,NO_PRICE_DATA,True,True,True,False,False,10.08
Burger Vision Smashburger,American,Mitte,4.6,104,NO_PRICE_DATA,True,True,True,False,False,10.08
McDarwich's Crispy,American,Mitte,4.6,700,NO_PRICE_DATA,True,True,True,True,False,10.08
Hard Rock Cafe | Berlin,American,Mitte,4.3,19439,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Ottms25,American,Mitte,4.6,25,NO_PRICE_DATA,True,True,True,False,False,10.08
Route 66 Diner,American,Mitte,4.5,3476,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Smack Burger,American,Mitte,4.5,1888,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Sixty 5 Burger Pizza Pasta,American,Mitte,4.8,65,NO_PRICE_DATA,True,True,True,True,False,10.08
BRASH,American,Mitte,4.6,200,NO_PRICE_DATA,True,True,True,False,False,10.08
American Burger,American,Mitte,2.6,115,NO_PRICE_DATA,True,True,True,False,False,10.08
Adam Burger,American,Mitte,4.3,510,NO_PRICE_DATA,True,True,True,False,False,10.08
BLOCK HOUSE Friedrichstraße,American,Mitte,4.5,5440,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Midtown Grill,American,Mitte,4.2,1264,PRICE_LEVEL_EXPENSIVE,True,True,True,True,False,10.08
Hüftgold Restaurant Berlin,American,Mitte,4.8,527,NO_PRICE_DATA,True,True,True,False,True,10.08
Whitebird Bar & Burger,American,Mitte,4.8,153,NO_PRICE_DATA,True,True,True,False,False,10.08
Hauptstadtburger,American,Mitte,3.9,599,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Flamingo Fresh Food Bar,American,Mitte,4.7,1328,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Upper Burger Grill,American,Mitte,4.7,6900,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Jim Block Bikini,American,Mitte,4.2,2884,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Chicago Williams BBQ,American,Mitte,4.6,3525,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Gully Burger | The Hoxton,American,Mitte,4.9,44,NO_PRICE_DATA,True,True,True,True,False,10.08
Smash by Hauptstadtburger,American,Mitte,4.1,837,NO_PRICE_DATA,True,True,True,True,False,10.08
Peter Pane,American,Mitte,4.4,4324,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Brunch > the dawn,American,Mitte,4.6,1222,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
BLOCK HOUSE Bikini Am Zoo Palast,American,Mitte,4.4,3546,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
SUBS-N-BUNS,American,Mitte,4.9,116,NO_PRICE_DATA,True,False,True,True,False,10.08
Kentucky Fried Chicken,American,Mitte,3.6,767,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Burgie.,American,Mitte,4.6,842,NO_PRICE_DATA,True,True,True,False,False,10.08
Burger Provinz,American,Mitte,4.8,268,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,10.08
Burgermeister Leopoldplatz,American,Mitte,4.5,369,NO_PRICE_DATA,True,True,True,True,True,10.08
BLOCK HOUSE Am Alexanderplatz,American,Mitte,4.5,10719,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Burgermeister Alexanderplatz,American,Mitte,4.3,2179,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
"Biermeisterei by Lemke - Brauerei, BBQ, Grill Restaurant",American,Mitte,4.6,1626,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Five Guys,American,Mitte,3.7,4026,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
The Pub,American,Mitte,4.6,2507,PRICE_LEVEL_MODERATE,False,False,True,True,False,10.08
Mio Berlin,American,Mitte,3.9,4830,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
BRGRS. | Bio Beef Burger | Mitte,American,Mitte,4.6,1584,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Burger City Scharnweberstraße,American,Mitte,4.6,566,NO_PRICE_DATA,True,True,True,True,False,10.08
American Western Saloon,American,Mitte,4.4,149,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
Kentucky Fried Chicken,American,Mitte,3.7,3238,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
Burger zum See,American,Mitte,5.0,48,NO_PRICE_DATA,True,True,True,False,False,10.08
Bloody Burger,American,Mitte,4.8,354,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
Style your Burger,American,Mitte,4.6,38,NO_PRICE_DATA,True,True,True,False,False,10.08
Tony Roma's Berlin,American,Mitte,4.5,4810,PRICE_LEVEL_EXPENSIVE,True,True,True,True,False,10.08
Burgermeister Schlesisches Tor,American,Mitte,4.7,16540,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,10.08
LION Burger & Steak,American,Mitte,4.6,1494,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
goldies,American,Mitte,4.4,577,NO_PRICE_DATA,True,True,True,True,False,10.08
Burgermeister,American,Mitte,4.6,61,NO_PRICE_DATA,True,True,True,False,False,10.08
Grindhouse Burgers | KERB,American,Mitte,4.2,43,NO_PRICE_DATA,True,False,True,False,False,10.08
Five Guys Burgers and Fries Berlin Potsdamer Platz,American,Mitte,3.7,1528,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Florya's Burger House,American,Mitte,4.7,346,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Burgermeister Kottbusser Tor,American,Mitte,4.5,7557,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
Burgerkette,American,Mitte,4.8,364,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
The Big Dog,American,Mitte,4.1,1230,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
OLD CITY Smash burger,American,Mitte,4.2,58,NO_PRICE_DATA,True,True,True,False,False,10.08
Burger Box Berlin,American,Mitte,4.4,409,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,10.08
goldies,American,Mitte,4.4,3103,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
Marthas Delicious Burgers,American,Mitte,4.7,1103,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Kentucky Fried Chicken,American,Mitte,3.3,2176,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Burgerlove and more,American,Mitte,2.8,19,NO_PRICE_DATA,True,True,True,False,False,10.08
First Grillhaus Berlin,American,Mitte,4.5,210,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,10.08
Lino's Barbecue,American,Mitte,4.5,591,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
Taste of Lebanon Geschmack des libanons,American,Mitte,4.8,113,NO_PRICE_DATA,True,True,True,False,False,10.08
Restaurant Quê Choa,American,Mitte,4.9,2444,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Effe&Gold,American,Mitte,4.0,91,NO_PRICE_DATA,True,False,True,True,False,10.08
"FOODFACTORY Cube Berlin - Food-Court, Restaurant & Café am Hbf",American,Mitte,4.1,615,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
The Mood Burger Kreuzberg,American,Friedrichshain-Kreuzberg,4.9,138,NO_PRICE_DATA,True,True,True,False,False,14.385
BURGERAMT,American,Friedrichshain-Kreuzberg,4.7,4652,PRICE_LEVEL_MODERATE,True,True,True,False,True,14.385
Poppy Burger - Kreuzberg,American,Friedrichshain-Kreuzberg,4.6,152,NO_PRICE_DATA,True,True,True,True,False,14.385
Peter Pane,American,Friedrichshain-Kreuzberg,4.3,3734,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
HOME OF BURGER - Grimy Haus,American,Friedrichshain-Kreuzberg,4.8,415,NO_PRICE_DATA,True,True,True,True,False,14.385
Bro Burger,American,Friedrichshain-Kreuzberg,4.5,922,NO_PRICE_DATA,True,True,True,False,False,14.385
HANS IM GLÜCK - BERLIN Uber-Platz,American,Friedrichshain-Kreuzberg,4.2,2354,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
rembrandt-burger,American,Friedrichshain-Kreuzberg,4.5,3586,PRICE_LEVEL_MODERATE,True,True,True,False,True,14.385
Burgermeister Warschauer Straße,American,Friedrichshain-Kreuzberg,4.5,1283,NO_PRICE_DATA,True,True,True,True,False,14.385
THRONBURGER,American,Friedrichshain-Kreuzberg,4.7,1870,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
Supreme Beef,American,Friedrichshain-Kreuzberg,4.3,285,NO_PRICE_DATA,True,True,True,False,True,14.385
Smack Burger,American,Friedrichshain-Kreuzberg,4.6,75,NO_PRICE_DATA,True,True,True,False,False,14.385
Burgers Berlin,American,Friedrichshain-Kreuzberg,4.5,1273,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
BURGER JAM (SMASH BURGERS),American,Friedrichshain-Kreuzberg,4.7,871,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,14.385
FLAVA - Indische Fusion Burgers,American,Friedrichshain-Kreuzberg,4.9,295,NO_PRICE_DATA,True,True,True,False,False,14.385
Troy Bar Berlin,American,Friedrichshain-Kreuzberg,4.8,1084,PRICE_LEVEL_MODERATE,False,False,True,True,False,14.385
Ali Baba,American,Friedrichshain-Kreuzberg,4.6,2007,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,14.385
TAT Restaurant,American,Friedrichshain-Kreuzberg,4.9,775,PRICE_LEVEL_MODERATE,True,True,True,True,True,14.385
Big Stuff Smoked BBQ,American,Friedrichshain-Kreuzberg,4.5,293,NO_PRICE_DATA,True,False,True,True,False,14.385
Breakfast Club,American,Friedrichshain-Kreuzberg,4.5,17,NO_PRICE_DATA,True,False,True,False,False,14.385
Fredd's Burger,American,Friedrichshain-Kreuzberg,4.6,18,NO_PRICE_DATA,True,True,True,False,False,14.385
Hasir Burger,American,Friedrichshain-Kreuzberg,4.0,3398,PRICE_LEVEL_MODERATE,True,True,True,False,True,14.385
Good Morning Monday,American,Friedrichshain-Kreuzberg,4.7,1328,PRICE_LEVEL_MODERATE,True,False,True,False,False,14.385
Flip Burger | 100% BIO & Halal,American,Friedrichshain-Kreuzberg,4.6,52,NO_PRICE_DATA,True,True,True,False,False,14.385
All About Berlin,American,Friedrichshain-Kreuzberg,4.7,951,PRICE_LEVEL_MODERATE,True,True,True,False,True,14.385
Loco Chicken Friedrichshain,American,Friedrichshain-Kreuzberg,4.8,1032,NO_PRICE_DATA,True,True,True,False,False,14.385
Smashmeister,American,Friedrichshain-Kreuzberg,4.8,57,NO_PRICE_DATA,True,True,False,False,False,14.385
Hain Burger,American,Friedrichshain-Kreuzberg,4.6,20,NO_PRICE_DATA,True,True,True,False,False,14.385
5Big5 Restaurant,American,Friedrichshain-Kreuzberg,4.6,127,NO_PRICE_DATA,True,True,True,True,True,14.385
SanMax,American,Friedrichshain-Kreuzberg,4.5,96,NO_PRICE_DATA,True,True,True,False,False,14.385
KreuzBurger,American,Friedrichshain-Kreuzberg,4.7,369,PRICE_LEVEL_MODERATE,True,True,True,False,False,14.385
Devil King Burger,American,Friedrichshain-Kreuzberg,4.2,697,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,14.385
Great Barrier,American,Friedrichshain-Kreuzberg,4.9,12,NO_PRICE_DATA,True,False,True,False,False,14.385
What a Treat Breakfast Kreuzberg,American,Friedrichshain-Kreuzberg,4.8,810,PRICE_LEVEL_MODERATE,True,True,True,False,False,14.385
"Lily Burger ""Beef & Vegan Grill-Club“",American,Friedrichshain-Kreuzberg,4.8,584,NO_PRICE_DATA,True,True,True,False,False,14.385
Two Trick Pony,American,Friedrichshain-Kreuzberg,4.5,988,PRICE_LEVEL_MODERATE,True,False,True,True,False,14.385
All in,American,Pankow,4.3,490,NO_PRICE_DATA,True,True,True,False,False,4.111
Bertie,American,Pankow,4.5,314,NO_PRICE_DATA,True,False,True,False,False,4.111
"Love at first bite - Café, Breakfast Brunch",American,Pankow,4.5,1419,PRICE_LEVEL_MODERATE,True,False,True,True,False,4.111
Grindhouse Burgers,American,Pankow,4.5,2647,PRICE_LEVEL_MODERATE,True,True,True,False,False,4.111
Bear Burger,American,Pankow,4.8,1131,PRICE_LEVEL_MODERATE,True,True,True,False,False,4.111
Blackbeards,American,Pankow,4.6,1311,PRICE_LEVEL_MODERATE,True,True,True,False,False,4.111
BurgerVision,American,Pankow,4.5,1052,PRICE_LEVEL_MODERATE,True,True,True,False,False,4.111
Möllers Köttbullar - Berlin,American,Pankow,4.6,227,NO_PRICE_DATA,True,True,True,True,False,4.111
